Number,Incident.Type,Creation.Date,Latitude,Longitude,Total.population,One.race.1,White,Black.or.African.American,American.Indian.and.Alaska.Native,Asian,Hispanic.or.Latino..of.any.race.,Median.household.income..dollars.,groupedtype,newBorough
1005,Law Enforcement-Suspicious Package,41082.80067,40.70929818,-74.00594426,"8,622,698","8,329,402","3,635,789","2,094,132","35,124","1,252,589","2,517,429","60,879",Law,NEW YORK CITY
1006,Fire-1st Alarm,41081.85513,40.752709,-73.9907313,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
1007,Fire-1st Alarm,41081.70108,40.68683306,-73.95820226,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
1008,Law Enforcement-Device,41074.98887,40.64469074,-74.07703843,"479,458","470,053","351,632","51,411","1,019","45,761","89,066","79,201",Law,STATEN ISLAND
1009,Fire-1st Alarm,41074.07228,40.68611657,-73.95791425,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
1010,Fire-2nd Alarm,41073.41742,40.6586669,-73.87561841,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
1011,Fire-1st Alarm,41073.48264,40.87117467,-73.83716163,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Fir,BRONX
1012,Fire-2nd Alarm,41073.41472,40.6586669,-73.87561841,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
1013,Law Enforcement-Device,41072.69568,40.80896923,-73.89437828,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Law,BRONX
1014,Fire-7th Alarm,41071.53218,40.58745664,-73.90403637,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
1015,Fire-Other,41070.37289,40.81609203,-73.92648428,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Fir,BRONX
1016,Fire-2nd Alarm,41066.34382,40.69748643,-73.83626955,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
1017,Fire-1st Alarm,41064.49368,40.86942882,-73.82573684,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Fir,BRONX
1018,Fire-1st Alarm,41064.33932,40.57670913,-73.96566516,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
1019,Medical-Injured City Worker,41063.46755,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Med,BROOKLYN
1020,Law Enforcement-Suspicious Package,41061.80806,40.78722634,-73.95416333,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Law,MANHATTAN
1021,Fire-2nd Alarm,41060.58628,40.76509335,-73.99150211,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
1022,Fire-2nd Alarm,41058.28581,40.82185256,-73.9395608,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
1023,Fire-2nd Alarm,41057.05764,40.64176551,-74.08387053,"479,458","470,053","351,632","51,411","1,019","45,761","89,066","79,201",Fir,STATEN ISLAND
1024,Law Enforcement-Suspicious Package,41056.67175,40.87413815,-73.88425149,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Law,BRONX
1025,Fire-3rd Alarm,41030.0756,40.58653636,-73.94634076,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
1026,Fire-3rd Alarm,41044.3942,40.70460669,-73.7847771,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
1027,Law Enforcement-Suspicious Package,41055.35568,40.74365146,-73.82562916,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Law,QUEENS
1028,Fire-6th Alarm,41022.77304,40.68084039,-73.88463748,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
1029,Law Enforcement-Device,41050.82654,40.759173,-73.99232587,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Law,MANHATTAN
1030,Fire-4th Alarm,41045.78667,40.80060705,-73.94227095,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
1031,Fire-Other,41047.7488,40.76639054,-73.98211944,"8,622,698","8,329,402","3,635,789","2,094,132","35,124","1,252,589","2,517,429","60,879",Fir,NEW YORK CITY
1032,Fire-1st Alarm,41044.67751,40.76291619,-73.9856472,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
1033,Fire-10-77 (Residential High Rise Fire),41043.92549,40.76505248,-73.97479516,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
1034,Fire-2nd Alarm,41043.68365,40.62988913,-73.99570563,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
1035,Law Enforcement-Device,41043.51008,40.67838683,-73.79280058,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Law,QUEENS
1036,Law Enforcement-Other,41042.34819,40.84024643,-73.90187839,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Law,BRONX
1037,Fire-Haz Mat,41041.48728,40.79427511,-73.88415198,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
1038,Fire-Residential,41041.61679,40.73635079,-73.85134748,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
1039,Fire-Sensitive Location,41041.3305,40.67513644,-73.94861279,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
1040,Law Enforcement-Suspicious Package,41035.90583,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Law,BROOKLYN
1041,Fire-Nursing Home,41032.84002,40.63244746,-74.09716757,"479,458","470,053","351,632","51,411","1,019","45,761","89,066","79,201",Fir,STATEN ISLAND
1042,Law Enforcement-Haz Mat,41026.8298,40.76250799,-73.97428713,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Law,MANHATTAN
1043,Fire-2nd Alarm,41028.77852,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
1044,Law Enforcement-Suspicious Package,41029.33027,40.7429104,-73.9928041,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Law,MANHATTAN
1045,Fire-2nd Alarm,41027.02091,40.64843706,-73.84205489,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
1046,Fire-Haz Mat,41026.89093,NA,NA,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
1047,Fire-Brush,41023.81697,40.56429357,-74.09779187,"479,458","470,053","351,632","51,411","1,019","45,761","89,066","79,201",Fir,STATEN ISLAND
1048,Fire-Sensitive Location,41022.81684,40.7564114,-73.85946381,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
1049,Fire-2nd Alarm,41022.54698,40.83738779,-73.9102777,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Fir,BRONX
1050,Fire-2nd Alarm,41022.23984,NA,NA,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
1051,Law Enforcement-Other,41021.82058,40.62625874,-73.97932904,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Law,BROOKLYN
1052,Fire-Haz Mat,41021.15484,NA,NA,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
1053,Law Enforcement-Suspicious Package,41019.12522,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Law,BROOKLYN
1054,Fire-2nd Alarm,41017.44978,40.73855416,-73.9052614,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
1055,Fire-2nd Alarm,41018.84397,40.6746876,-73.86771142,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
1056,Law Enforcement-Suspicious Package,41018.74873,40.5330455,-74.15184815,"479,458","470,053","351,632","51,411","1,019","45,761","89,066","79,201",Law,STATEN ISLAND
1057,Fire-2nd Alarm,41018.65015,40.67655065,-73.76837387,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
1058,Fire-4th Alarm,41017.92498,40.68304279,-73.94568261,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
1059,Fire-2nd Alarm,41016.76169,40.65838518,-73.95549531,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
1060,Law Enforcement-Suspicious Package,41016.60697,40.8309947,-73.90270508,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Law,BRONX
1061,Fire-2nd Alarm,41016.85178,40.61754605,-73.93383131,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
1062,Fire-2nd Alarm,41016.3014,40.64852871,-73.97335447,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
1063,Fire-2nd Alarm,41014.62728,40.6703472,-73.75890381,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
1064,Law Enforcement-Suspicious Package,41013.4661,NA,NA,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Law,QUEENS
1065,Fire-5th Alarm,41001.66373,40.75739572,-73.94042421,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
1066,Fire-6th Alarm,40996.92736,40.70026715,-73.92321832,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
1067,Fire-3rd Alarm,41011.66284,40.83018906,-73.91855512,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Fir,BRONX
1068,Fire-2nd Alarm,41011.05132,40.66313925,-73.93794563,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
1069,Fire-2nd Alarm,41008.41709,40.82093464,-73.95499639,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
1070,Fire-5th Alarm,41001.96414,40.65614128,-73.9519576,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
1071,Law Enforcement-Haz Mat,41006.18977,NA,NA,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Law,MANHATTAN
1072,Fire-3rd Alarm,41005.26215,40.7832767,-73.94778548,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
1073,Fire-Brush,41004.76448,40.58061768,-74.15252871,"479,458","470,053","351,632","51,411","1,019","45,761","89,066","79,201",Fir,STATEN ISLAND
1074,Fire-10-77 (Residential High Rise Fire),41004.63333,40.77062424,-73.96418606,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
1075,Law Enforcement-Haz Mat,41004.59336,40.7830028,-73.95571172,"8,622,698","8,329,402","3,635,789","2,094,132","35,124","1,252,589","2,517,429","60,879",Law,NEW YORK CITY
1076,Fire-Collapse,41001.33716,40.66691602,-73.9915723,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
1077,Law Enforcement-Device,41000.84793,40.75857393,-73.98504894,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Law,MANHATTAN
1078,Law Enforcement-Suspicious Package,40998.3213,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Law,BROOKLYN
1079,Fire-Haz Mat,40998.35263,40.61415862,-74.00663814,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
1080,Fire-2nd Alarm,40995.95752,40.71512397,-73.95989437,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
1081,Fire-3rd Alarm,40993.02381,40.83037628,-73.94802676,"8,622,698","8,329,402","3,635,789","2,094,132","35,124","1,252,589","2,517,429","60,879",Fir,NEW YORK CITY
1082,Fire-3rd Alarm,40996.09903,40.76690742,-73.87889638,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
1083,Law Enforcement-Device,40995.60572,40.75826657,-73.98546772,"8,622,698","8,329,402","3,635,789","2,094,132","35,124","1,252,589","2,517,429","60,879",Law,NEW YORK CITY
1084,Fire-2nd Alarm,40993.54547,40.66809609,-73.98930478,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
1085,Fire-2nd Alarm,40990.55172,40.63677125,-73.96738533,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
1086,Fire-School,40992.51693,40.69528957,-73.80724139,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
1087,Law Enforcement-Suspicious Package,40992.45287,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Law,BROOKLYN
1088,Fire-Haz Mat,40991.69383,40.78662884,-73.80515332,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
1089,Law Enforcement-Suspicious Package,40991.48148,40.69701244,-73.99136654,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Law,BROOKLYN
1090,Law Enforcement-Suspicious Package,40989.84645,40.77368905,-74.02317202,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Law,QUEENS
1091,Fire-2nd Alarm,40989.72053,40.56109154,-74.16982752,"479,458","470,053","351,632","51,411","1,019","45,761","89,066","79,201",Fir,STATEN ISLAND
1092,Fire-Sensitive Location,40989.59336,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
1093,Law Enforcement-Haz Mat,40989.57381,40.81617749,-73.80447432,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Law,BRONX
1094,Fire-2nd Alarm,40988.94521,40.74413085,-73.87828458,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
1095,Fire-Brush,40988.79785,40.73998015,-73.98878917,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
1096,Law Enforcement-Device,40988.60784,40.72190757,-73.99341606,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Law,MANHATTAN
1097,Fire-1st Alarm,40985.62355,40.86848214,-73.88506038,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Fir,BRONX
1098,Fire-Manhole,40984.9522,40.80675015,-73.94308199,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
1099,Law Enforcement-Suspicious Package,40982.50907,40.64399273,-73.77371539,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Law,QUEENS
1100,Law Enforcement-Other,40982.40648,40.79888402,-73.93331877,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Law,MANHATTAN
1101,Fire-1st Alarm,40963.97237,40.73549364,-73.98765936,"8,622,698","8,329,402","3,635,789","2,094,132","35,124","1,252,589","2,517,429","60,879",Fir,NEW YORK CITY
1102,Fire-2nd Alarm,40981.61205,40.73810355,-73.89223891,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
1103,Fire-3rd Alarm,40980.39626,40.75017509,-73.81637982,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
1104,Fire-3rd Alarm,40980.25387,40.6723168,-73.91130006,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
1105,Medical-EMS MCI (Multiple Casualty Incident),40978.35398,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Med,BROOKLYN
1106,Fire-10-77 (Residential High Rise Fire),40978.27917,40.74546598,-73.99891733,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
1107,Fire-2nd Alarm,40977.50851,40.76705029,-73.92826765,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
1108,Fire-2nd Alarm,40977.1916,40.61317741,-74.08898873,"479,458","470,053","351,632","51,411","1,019","45,761","89,066","79,201",Fir,STATEN ISLAND
1109,Fire-2nd Alarm,40976.63714,40.61992238,-74.15522287,"479,458","470,053","351,632","51,411","1,019","45,761","89,066","79,201",Fir,STATEN ISLAND
1110,Fire-2nd Alarm,40976.03301,40.64675338,-74.08676326,"479,458","470,053","351,632","51,411","1,019","45,761","89,066","79,201",Fir,STATEN ISLAND
1111,Fire-3rd Alarm,40973.04106,40.67078699,-73.87482076,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
1112,Fire-2nd Alarm,40973.15137,40.64273503,-73.95707681,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
1113,Law Enforcement-Suspicious Package,40975.74999,40.66874091,-73.82724528,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Law,QUEENS
1114,Law Enforcement-Other,40975.48573,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Law,BROOKLYN
1115,Fire-2nd Alarm,40974.88273,40.74786464,-73.88181102,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
1116,Fire-10-76 (Commercial High Rise Fire),40973.78833,40.76189387,-73.96634941,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
1117,Law Enforcement-Other,40973.66545,40.74096129,-74.02264377,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Law,QUEENS
1118,Law Enforcement-Suspicious Package,40973.5176,40.63069517,-74.10469829,"479,458","470,053","351,632","51,411","1,019","45,761","89,066","79,201",Law,STATEN ISLAND
1119,Law Enforcement-Suspicious Package,40972.61528,NA,NA,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Law,BRONX
1120,Fire-2nd Alarm,40972.65258,40.84795963,-73.89031876,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Fir,BRONX
1121,Fire-10-76 (Commercial High Rise Fire),40971.46925,40.8143573,-73.94065862,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
1122,Law Enforcement-Suspicious Package,40969.82443,40.84607908,-73.82905095,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Law,BRONX
1123,Fire-Other,40969.59709,40.68355896,-73.98027036,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
1124,Law Enforcement-Other,40969.58936,40.57950104,-74.07825202,"479,458","470,053","351,632","51,411","1,019","45,761","89,066","79,201",Law,STATEN ISLAND
1125,Fire-Haz Mat,40969.37492,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
1126,Fire-2nd Alarm,40968.71421,40.68324697,-73.87363278,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
1127,Law Enforcement-Suspicious Package,40968.7363,40.75029388,-73.99484249,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Law,MANHATTAN
1128,Fire-School,40968.62959,40.74208159,-73.99480704,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
1129,Fire-Nursing Home,40968.28582,40.62640826,-74.15928354,"479,458","470,053","351,632","51,411","1,019","45,761","89,066","79,201",Fir,STATEN ISLAND
1130,Fire-Haz Mat,40967.4184,40.78168803,-73.94896026,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
1131,Law Enforcement-Suspicious Package,40967.62404,40.67510303,-73.75076068,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Law,QUEENS
