Number,Incident.Type,Creation.Date,Latitude,Longitude,Total.population,One.race.1,White,Black.or.African.American,American.Indian.and.Alaska.Native,Asian,Hispanic.or.Latino..of.any.race.,Median.household.income..dollars.,groupedtype,newBorough
1882,Law Enforcement-Suspicious Package,40333.92956,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Law,BROOKLYN
1883,Fire-1st Alarm,40332.18148,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
1884,Law Enforcement-Suspicious Package,40331.60185,40.74473242,-73.97175696,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Law,MANHATTAN
1885,Fire-School,40328.3944,40.91282761,-73.90250568,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Fir,BRONX
1886,Law Enforcement-Suspicious Package,40327.65811,40.71173821,-74.00698693,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Law,MANHATTAN
1887,Law Enforcement-Suspicious Package,40326.39679,40.75561296,-73.9909619,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Law,MANHATTAN
1888,Fire-Manhole,40325.32679,40.80976071,-73.94228108,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
1889,Fire-Manhole,40324.62313,40.76022264,-73.96746205,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
1890,Fire-1st Alarm,40324.46618,40.70165505,-73.94564581,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
1891,Law Enforcement-Suspicious Package,40322.90823,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Law,BROOKLYN
1892,Fire-Sensitive Location,40320.95396,40.76565101,-73.95687485,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
1893,Law Enforcement-Suspicious Package,40316.44478,40.70462223,-73.80915121,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Law,QUEENS
1894,Law Enforcement-Suspicious Package,40315.46844,40.66411303,-73.94776341,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Law,BROOKLYN
1895,Law Enforcement-Suspicious Package,40317.32174,40.85840624,-73.89060158,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Law,BRONX
1896,Fire-10-77 (Residential High Rise Fire),40317.06668,40.7015827,-73.93824886,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
1897,Law Enforcement-Other,40316.35477,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Law,BROOKLYN
1898,Medical-EMS MCI (Multiple Casualty Incident),40313.51582,40.69597396,-73.98283793,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Med,BROOKLYN
1899,Law Enforcement-Suspicious Package,40312.70002,40.76614141,-73.9716468,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Law,MANHATTAN
1900,Fire-10-76 (Commercial High Rise Fire),40311.77119,40.75550444,-73.97942609,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
1901,Fire-1st Alarm,40311.51321,NA,NA,"479,458","470,053","351,632","51,411","1,019","45,761","89,066","79,201",Fir,STATEN ISLAND
1902,LawEnforcement-Suspicious Package,40311.50069,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Law,BROOKLYN
1903,Fire-Haz Mat,40305.74576,40.71727658,-73.82531578,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
1904,LawEnforcement-Bomb Threat,40310.42946,40.60421499,-73.95544615,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Law,BROOKLYN
1905,Fire-2nd Alarm,40309.66071,40.71443007,-74.00609617,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
1906,LawEnforcement-Suspicious Package,40306.73054,40.71443007,-74.00609617,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Law,MANHATTAN
1907,LawEnforcement-Report of a Bomb Threat,40302.63256,40.69492589,-73.98601524,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Law,BROOKLYN
1908,LawEnforcement-Suspicious Package,40302.58905,40.58708719,-74.16826266,"479,458","470,053","351,632","51,411","1,019","45,761","89,066","79,201",Law,STATEN ISLAND
1909,Fire-10-76 (Commercial High Rise),40301.68638,40.76749043,-73.96644767,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
1910,Fire-Car Fire,40300.08843,NA,NA,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
1911,Fire-Explosion,40298.79419,40.74263526,-73.931946,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
1912,Fire-1st Alarm,40298.76671,40.58229084,-74.169057,"479,458","470,053","351,632","51,411","1,019","45,761","89,066","79,201",Fir,STATEN ISLAND
1913,Fire-Manhole,40298.32806,40.74517924,-73.98272782,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
1914,Fire-Haz Mat,40297.98563,40.7776431,-73.9771987,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
1915,Fire-School,40297.64881,40.84208396,-73.89111633,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Fir,BRONX
1916,LawEnforcement-Suspicious Package,40297.39763,40.66010982,-73.88538698,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Law,BROOKLYN
1917,Fire-3rd Alarm,40296.90323,40.6076973,-74.094308,"479,458","470,053","351,632","51,411","1,019","45,761","89,066","79,201",Fir,STATEN ISLAND
1918,LawEnforcement-Suspicious Package,40296.52384,NA,NA,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Law,QUEENS
1919,Fire-1st Alarm,40295.44369,40.57286017,-73.99057268,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
1920,Fire-Brush,40291.76355,40.58749367,-74.1909317,"479,458","470,053","351,632","51,411","1,019","45,761","89,066","79,201",Fir,STATEN ISLAND
1921,LawEnforcement-Suspicious Package,40291.74653,40.58700516,-74.16425166,"479,458","470,053","351,632","51,411","1,019","45,761","89,066","79,201",Law,STATEN ISLAND
1922,Fire-5th Alarm,40288.74903,40.74899135,-73.89156083,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
1923,Fire-School,40288.40144,40.68264429,-73.96576204,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
1924,Fire-1st Alarm,40284.10435,40.55129223,-74.15037108,"479,458","470,053","351,632","51,411","1,019","45,761","89,066","79,201",Fir,STATEN ISLAND
1925,LawEnforcement-Suspicious Package,40283.58507,40.69993783,-73.91180789,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Law,BROOKLYN
1926,Fire-Brush,40281.81716,40.63005619,-74.18659335,"479,458","470,053","351,632","51,411","1,019","45,761","89,066","79,201",Fir,STATEN ISLAND
1927,Fire-Collapse,40281.62738,40.83955725,-73.92327079,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Fir,BRONX
1928,Fire-3rd Alarm,40280.75183,40.65021402,-74.00869587,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
1929,Fire-Sensitive Location,40280.11513,40.66859985,-73.91800625,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
1930,Fire-3rd Alarm,40278.33029,40.5304023,-74.22109754,"479,458","470,053","351,632","51,411","1,019","45,761","89,066","79,201",Fir,STATEN ISLAND
1931,Fire-1st Alarm,40279.44574,40.68791228,-73.96848172,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
1932,Fire-1st Alarm,40279.12832,40.66044501,-73.91785408,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
1933,Fire-1st Alarm,40278.62514,40.742293,-73.97459446,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
1934,LawEnforcement-Suspicious Package,40270.64693,40.71186988,-74.00821696,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Law,MANHATTAN
1935,LawEnforcement-Residence Search,40277.51838,40.58084358,-73.9596078,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Law,BROOKLYN
1936,LawEnforcement-Suspicious Package,40275.86039,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Law,BROOKLYN
1937,Fire-4th Alarm,40273.57291,40.69272948,-73.92241924,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
1938,Fire-10-77 (Residential High Rise),40273.52971,40.57485802,-73.98676392,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
1939,LawEnforcement-Suspicious Package,40273.36728,NA,NA,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Law,QUEENS
1940,LawEnforcement-Suspicious Package,40270.69163,40.70885621,-74.00711648,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Law,MANHATTAN
1941,LawEnforcement-Suspicious Vehicle,40269.69512,40.75450482,-73.96569623,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Law,MANHATTAN
1942,LawEnforcement-Suspicious Package,40269.35528,40.82541388,-73.92347498,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Law,BRONX
1943,LawEnforcement-Suspicious Package,40268.69536,40.73673758,-73.99533789,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Law,MANHATTAN
1944,Fire-2nd Alarm,40266.28529,40.67484309,-74.00598085,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
1945,Fire-1st Alarm,40264.34734,40.63539793,-74.10666568,"479,458","470,053","351,632","51,411","1,019","45,761","89,066","79,201",Fir,STATEN ISLAND
1946,Fire-3rd Alarm,40264.08488,40.57791565,-73.98609014,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
1947,LawEnforcement-Device,40263.78193,40.69268158,-73.82054088,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Law,QUEENS
1948,LawEnforcement-Suspicious Package,40263.68671,40.70346546,-74.00753788,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Law,MANHATTAN
1949,LawEnforcement-Suspicious Package,40262.47286,40.77622107,-73.97595354,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Law,MANHATTAN
1950,LawEnforcement-Suspicious Package,40261.64565,40.82567138,-73.91872325,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Law,BRONX
1951,Fire-4th Alarm,40254.80036,40.73074982,-73.94627875,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
1952,Fire-10-76 (Commercial High Rise),40260.93273,40.76028865,-73.98015739,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
1953,LawEnforcement-Suspicious Package,40260.66338,40.62593394,-73.96438618,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Law,BROOKLYN
1954,Fire-3rd Alarm,40259.44791,40.85326795,-73.90593302,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Fir,BRONX
1955,Fire-Sensitive Location,40257.7184,40.71300094,-74.00418069,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
1956,Fire-3rd Alarm,40259.48609,40.68754264,-73.82362324,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
1957,Fire-4th Alarm,40256.76824,40.77917968,-73.97493424,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
1958,Fire-3rd Alarm,40255.60171,40.62478096,-74.07971364,"479,458","470,053","351,632","51,411","1,019","45,761","89,066","79,201",Fir,STATEN ISLAND
1959,Fire-2nd Alarm,40253.94884,40.86383798,-73.89351022,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Fir,BRONX
1960,Medical-EMS MCI (Multiple Casualty Incident),40251.74803,40.75808843,-73.98777068,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Med,MANHATTAN
1961,LawEnforcement-Suspicious Package,40248.81955,40.64769748,-73.79098752,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Law,QUEENS
1962,Fire-2nd Alarm,40245.74365,40.8097766,-73.80275194,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Fir,BRONX
1963,Fire-3rd Alarm,40242.65711,40.82268117,-73.90296293,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Fir,BRONX
1964,Fire-Manhole,40242.32692,40.76331465,-73.92819225,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
1965,Fire-3rd Alarm,40232.13851,40.63791274,-74.13249311,"479,458","470,053","351,632","51,411","1,019","45,761","89,066","79,201",Fir,STATEN ISLAND
1966,Fire-3rd Alarm,40237.18148,40.71859758,-74.00075035,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
1967,Fire-3rd Alarm,40235.99091,40.67217255,-73.9643651,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
1968,Fire-Transformer Fire,40234.51065,40.75099078,-73.99062327,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
1969,LawEnforcement-Suspicious powder,40227.43873,40.82567138,-73.91872325,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Law,BRONX
1970,Fire-1st Alarm,40232.65678,40.73016963,-73.86241645,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
1971,Fire-Manhole,40232.59383,40.72412521,-74.00849266,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
1972,Fire-10-77 (Residential High Rise),40232.59383,40.68850364,-73.96336476,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
1973,Fire-3rd Alarm,40231.23741,NA,NA,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Fir,BRONX
1974,Fire-Manhole,40227.51082,40.74480144,-73.99141809,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
1975,Fire-2nd Alarm,40200.02282,40.85507072,-73.91594725,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Fir,BRONX
1976,Fire-3rd Alarm,40225.54902,40.65808212,-73.9145988,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
1977,LawEnforcement-Suspicious Package,40225.54409,NA,NA,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Law,QUEENS
1978,Fire-2nd Alarm,40225.13416,40.67231874,-73.79467959,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
1979,LawEnforcement-Haz Mat,40222.76082,40.85604701,-73.84394411,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Law,BRONX
1980,Fire-4th Alarm,40221.40788,40.83456399,-73.81763578,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Fir,BRONX
1981,Fire-Manhole,40222.34725,40.71154825,-73.986542,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
1982,LawEnforcement-Suspicious Package,40209.42917,40.76049245,-73.98466588,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Law,MANHATTAN
1983,Fire-10-76 (Commercial High Rise),40219.72909,40.74550386,-73.98867883,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
1984,Fire-1st Alarm,40218.63781,40.76818375,-73.96287328,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
1985,Fire-1st Alarm,40214.44834,40.76045664,-73.98373097,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
1986,LawEnforcement-Suspicious Package,40214.38949,40.7575854,-73.98212541,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Law,MANHATTAN
1987,Fire-arcing in electric panel,40213.39564,40.724836,-73.99011103,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
1988,Fire-10-76 (Commercial High Rise),40210.61962,40.76060484,-73.98361181,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
1989,Fire-Manhole,40209.53255,40.84195848,-73.936138,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
1990,Fire-1st Alarm,40209.33488,40.76822832,-73.92913642,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
1991,LawEnforcement-Suspicious Package,40208.29726,40.87601042,-73.86212914,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Law,BRONX
1992,Fire-Sensitive Location,40207.52976,40.75191937,-73.9771678,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
1993,LawEnforcement-Suspicious Package,40207.5244,40.74087908,-73.99006895,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Law,MANHATTAN
1994,Fire-Hospital,40207.37028,40.65932187,-73.93411065,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
1995,Fire-2nd Alarm,40206.74757,40.59569531,-74.10272777,"479,458","470,053","351,632","51,411","1,019","45,761","89,066","79,201",Fir,STATEN ISLAND
1996,Fire-Sensitive Location,40206.56382,40.7492727,-73.99243529,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
1997,LawEnforcement-Explosion,40204.52016,40.7417017,-73.98316176,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Law,MANHATTAN
1998,LawEnforcement-Suspicious Package,40204.41068,40.75603527,-73.9869481,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Law,MANHATTAN
1999,Fire-Sensitive Location,40203.52219,40.6585788,-73.91081014,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
2000,Fire-2nd Alarm,40200.22339,40.70917388,-73.85484912,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
2001,Fire-6th Alarm,40188.24701,40.80492575,-73.96615789,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
2002,LawEnforcement-Suspicious Package,40198.37288,NA,NA,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Law,MANHATTAN
2003,LawEnforcement-Suspicious Package,40197.30596,40.67999202,-74.00980661,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Law,BROOKLYN
2004,Fire-3rd Alarm,40194.76638,40.82575184,-73.83670912,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Fir,BRONX
2005,Fire-2nd Alarm,40194.6905,40.6674369,-73.90821012,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
2006,Fire-Vehicle Fire on the RFK Bridge,40193.05944,NA,NA,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
2007,Fire-2nd Alarm,40192.52707,40.66558484,-73.86678507,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
2008,LawEnforcement-Suspicious Package,40192.36479,40.72940178,-73.84563701,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Law,QUEENS
2009,Fire-2nd Alarm,40188.63756,40.67208294,-73.80266168,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
2010,LawEnforcement-Mobilization,40192.11602,40.72940178,-73.84563701,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Law,QUEENS
2011,Fire-1st Alarm,40191.81861,NA,NA,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
2012,Fire-3rd Alarm,40186.66297,40.85563509,-73.888777,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Fir,BRONX
2013,Fire-10-77 (Residential High Rise),40187.40733,40.76118392,-73.98318572,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
2014,Fire-Building Evacuation,40185.59757,40.86166764,-73.89133734,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Fir,BRONX
2015,Fire-Manhole,40183.05678,40.68903632,-73.8169268,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
2016,Fire-5th Alarm,40181.01853,40.72559254,-73.93578771,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
2017,Fire-Transformer,40183.60564,40.76130174,-73.98183563,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
2018,LawEnforcement-Explosion,40183.79698,40.70962296,-73.83000688,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Law,QUEENS
2019,Fire-1st Alarm,40183.72257,40.68716065,-73.92288005,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
2020,Fire-3rd Alarm,40182.47352,40.76033966,-73.99509439,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
2021,Fire-1st Alarm,40180.87274,40.75998951,-73.98034879,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
2022,LawEnforcement-Suspicious Package,40181.85153,40.75628156,-73.98157351,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Law,MANHATTAN
2023,Fire-3rd Alarm,40180.09097,40.83373377,-73.91279776,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Fir,BRONX
2024,Medical-Nursing Home Relocation,40181.58238,40.77255997,-73.95111904,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Med,MANHATTAN
2025,Fire-1st Alarm,40181.06094,NA,NA,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
2026,Fire-10-76 (Commercial High Rise),40180.67244,40.7541398,-73.97680249,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
2027,Fire-Hospital,40178.0742,40.59856043,-73.75276047,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
2028,Fire-Manhole,40177.54924,40.76554048,-73.96261122,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
2029,LawEnforcement-Suspicious Package,40172.56639,40.74958047,-73.97532434,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Law,MANHATTAN
2030,Fire-Explosion,40176.98256,40.84664953,-73.82393062,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Fir,BRONX
2031,Fire-1st Alarm,40169.54868,40.64783245,-73.90669834,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
2032,LawEnforcement-Suspicious Package,40169.70499,40.70644856,-74.01276086,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Law,MANHATTAN
2033,Fire-Transformer Inside Of Substation,40175.72017,40.76560411,-73.99591347,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
2034,Fire-Funeral Home,40175.60567,40.69268175,-73.79905595,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
2035,Fire-1st Alarm,40171.76279,40.75545265,-73.98155569,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
2036,Fire-10-77 (Residential High Rise),40171.71334,40.67720054,-74.01035058,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
2037,Fire-1st Alarm,40171.4855,40.58862642,-73.89921654,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
2038,Fire-5th Alarm,40159.83256,40.82193777,-73.93981002,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
2039,Fire-Sensitive Location,40168.71027,40.75680294,-73.98084063,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
2040,LawEnforcement-Suspicious Package,40168.89764,40.72135323,-74.00463578,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Law,MANHATTAN
2041,Fire-10-77 (Residential High Rise),40167.34834,40.58534285,-73.8097405,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
2042,LawEnforcement-Subway Track Search,40166.67737,40.63998669,-73.94841286,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Law,BROOKLYN
2043,LawEnforcement-Suspicious Package,40166.50854,NA,NA,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Law,QUEENS
2044,Fire-Manhole,40166.44035,40.71047296,-74.00550792,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
2045,Fire-10-77 (Residential High Rise),40166.35759,40.82053325,-73.93614411,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Fir,MANHATTAN
2046,Fire-Sensitive Location,40166.33065,40.5985411,-73.76446735,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
2047,Fire-Manhole,40165.60678,40.61980885,-74.03116914,"2,648,771","2,569,442","1,145,345","850,150","7,169","324,552","506,635","56,942",Fir,BROOKLYN
2048,LawEnforcement-Device,40165.36075,40.71921515,-73.99900072,"1,664,727","1,586,248","925,117","247,139","4,847","207,799","435,002","85,071",Law,MANHATTAN
2049,Fire-2nd Alarm,40165.02066,40.76194407,-73.82486292,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Fir,QUEENS
2050,LawEnforcement-Suspicious Package,40164.58844,40.56082474,-73.91321877,"2,358,582","2,280,420","885,312","427,999","9,181","617,230","660,550","64,509",Law,QUEENS
2051,Fire-2nd Alarm,40164.318,40.8827101,-73.85751523,1471160,1423239,328383,517433,12908,57247,826176,"37,397",Fir,BRONX
